Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,223700,-,-,-,40.97,-4.54,1,895,1,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Relative Humidity,Pressure,Wind Direction,Wind Speed,DHI,DNI,GHI,Solar Zenith Angle,Precipitable Water,Surface Albedo,Fill Flag,Dew Point,Asymmetry,Aerosol Optical Depth,Alpha
2022,1,1,0,30,4.9,0,0,0,1,69.27,914,172,3.4000000000000004,0,0,0,159.08,1.4000000000000001,0.17,0,-0.30000000000000004,0.67,0.07100000000000001,0.4
2022,1,1,1,30,5.2,0,0,0,4,57.26,918,183,1.6,0,0,0,161.96,0.5,0.16,0,-2.6,0.64,0.011,1.02
2022,1,1,2,30,5.300000000000001,0,0,0,0,55.49,919,184,1.5,0,0,0,157,0.5,0.16,0,-2.9000000000000004,0.64,0.011,1.04
2022,1,1,3,30,5.300000000000001,0,0,0,0,54.39,919,184,1.5,0,0,0,147.66,0.5,0.16,0,-3.2,0.64,0.011,1.07
2022,1,1,4,30,5.300000000000001,0,0,0,4,53.39,919,184,1.4000000000000001,0,0,0,136.82,0.5,0.16,0,-3.4000000000000004,0.64,0.011,1.08
2022,1,1,5,30,5.2,0,0,0,1,52.64,919,180,1.4000000000000001,0,0,0,125.55,0.6000000000000001,0.16,0,-3.7,0.64,0.011,1.09
2022,1,1,6,30,5.1000000000000005,0,0,0,5,51.97,919,171,1.4000000000000001,0,0,0,114.29,0.6000000000000001,0.16,0,-4,0.64,0.011,1.1
2022,1,1,7,30,4.7,0,0,0,4,52.43,919,163,1.5,0,0,0,103.34,0.5,0.16,0,-4.2,0.64,0.012,1.11
2022,1,1,8,30,5.2,0,0,0,4,49.77,919,158,1.5,0,0,0,92.97,0.5,0.16,0,-4.4,0.64,0.012,1.12
2022,1,1,9,30,7.7,26,614,96,4,47.89,919,158,1.4000000000000001,18,0,18,83.38,0.5,0.16,7,-2.7,0.64,0.012,1.1300000000000001
2022,1,1,10,30,11.3,39,813,245,3,50.410000000000004,920,160,1.9000000000000001,137,16,141,75.29,0.6000000000000001,0.16,0,1.4000000000000001,0.64,0.013000000000000001,1.11
2022,1,1,11,30,13.9,45,902,369,3,39.1,920,161,2.5,206,36,219,68.97,0.6000000000000001,0.16,0,0.2,0.64,0.013000000000000001,1.1300000000000001
2022,1,1,12,30,15.5,49,942,446,3,36.22,919,167,2.5,257,94,296,65.04,0.6000000000000001,0.16,0,0.6000000000000001,0.64,0.013000000000000001,1.1400000000000001
2022,1,1,13,30,16.7,49,944,464,1,35.67,919,178,2.6,49,944,464,63.95,0.7000000000000001,0.16,0,1.4000000000000001,0.64,0.013000000000000001,1.1500000000000001
2022,1,1,14,30,16.7,49,926,428,8,37.050000000000004,918,183,2.4000000000000004,211,150,272,65.85,0.7000000000000001,0.16,0,2,0.64,0.014,1.1500000000000001
2022,1,1,15,30,15.4,45,869,335,0,46.15,918,181,1.7000000000000002,45,869,335,70.49,0.8,0.16,0,3.9000000000000004,0.64,0.014,1.1500000000000001
2022,1,1,16,30,12.4,38,754,203,1,68,918,177,1.3,38,754,203,77.36,0.8,0.16,0,6.7,0.64,0.015,1.12
2022,1,1,17,30,9.700000000000001,21,468,55,3,65.76,918,176,1.5,23,0,23,85.82000000000001,0.8,0.16,7,3.6,0.64,0.015,1.12
2022,1,1,18,30,8.700000000000001,0,0,0,7,60.09,918,176,1.7000000000000002,0,0,0,95.74000000000001,0.9,0.16,0,1.4000000000000001,0.64,0.016,1.11
2022,1,1,19,30,8.5,0,0,0,4,57.19,918,177,1.8,0,0,0,106.29,0.9,0.16,0,0.5,0.64,0.017,1.1
2022,1,1,20,30,8.5,0,0,0,5,54.21,919,180,1.9000000000000001,0,0,0,117.35000000000001,0.9,0.16,0,-0.2,0.64,0.018000000000000002,1.08
2022,1,1,21,30,8.4,0,0,0,5,52.61,919,183,1.9000000000000001,0,0,0,128.64000000000001,0.9,0.16,0,-0.7000000000000001,0.64,0.018000000000000002,1.06
2022,1,1,22,30,7.9,0,0,0,5,53.39,919,186,1.9000000000000001,0,0,0,139.85,0.9,0.16,0,-1,0.64,0.017,1.05
2022,1,1,23,30,7.5,0,0,0,0,53.51,918,189,1.9000000000000001,0,0,0,150.42000000000002,0.9,0.16,0,-1.3,0.64,0.017,1.05
2022,1,2,0,30,7.2,0,0,0,0,54.64,918,194,1.8,0,0,0,158.93,0.9,0.16,0,-1.3,0.64,0.017,1.04
2022,1,2,1,30,7,0,0,0,5,55.7,918,201,1.7000000000000002,0,0,0,161.89000000000001,0.9,0.16,0,-1.3,0.64,0.017,1.03
2022,1,2,2,30,7,0,0,0,7,55.46,919,209,1.6,0,0,0,156.99,0.9,0.16,0,-1.3,0.64,0.017,1.02
2022,1,2,3,30,7.1000000000000005,0,0,0,7,55.1,919,214,1.4000000000000001,0,0,0,147.69,0.9,0.16,0,-1.3,0.64,0.018000000000000002,1
2022,1,2,4,30,7.300000000000001,0,0,0,4,54.9,919,214,1.3,0,0,0,136.86,0.9,0.16,0,-1.2000000000000002,0.64,0.019,0.99
2022,1,2,5,30,7.4,0,0,0,7,54.68,919,213,1.2000000000000002,0,0,0,125.59,0.9,0.16,0,-1.1,0.64,0.021,0.99
2022,1,2,6,30,7.300000000000001,0,0,0,8,55.1,919,211,1.1,0,0,0,114.32000000000001,1,0.16,0,-1.1,0.64,0.023,0.97
2022,1,2,7,30,7.1000000000000005,0,0,0,7,55.300000000000004,919,207,1.1,0,0,0,103.37,1.1,0.16,0,-1.3,0.64,0.026000000000000002,0.9500000000000001
2022,1,2,8,30,7.4,0,0,0,7,53.86,919,207,1,0,0,0,92.99,1.2000000000000002,0.16,0,-1.3,0.64,0.029,0.93
2022,1,2,9,30,8.8,30,511,89,7,52.25,920,212,1,28,1,28,83.39,1.3,0.16,7,-0.5,0.64,0.029,0.91
2022,1,2,10,30,11,46,745,235,7,52.84,920,223,1.3,105,17,109,75.27,1.4000000000000001,0.16,0,1.7000000000000002,0.64,0.025,0.88
2022,1,2,11,30,13,53,840,355,8,43.08,920,240,1.8,171,213,248,68.93,1.5,0.16,7,0.7000000000000001,0.64,0.023,0.86
2022,1,2,12,30,14.700000000000001,57,879,429,1,44.79,920,254,2.4000000000000004,57,879,429,64.97,1.6,0.16,0,2.8000000000000003,0.64,0.023,0.86
2022,1,2,13,30,15.700000000000001,57,887,448,0,47.78,919,258,2.7,57,887,448,63.86,1.7000000000000002,0.16,0,4.7,0.64,0.022,0.87
2022,1,2,14,30,16,56,865,411,0,52.34,918,259,2.7,56,865,411,65.74,1.8,0.16,0,6.2,0.64,0.023,0.87
2022,1,2,15,30,15.4,52,807,323,3,59.120000000000005,918,257,2,182,30,192,70.37,1.9000000000000001,0.16,0,7.5,0.64,0.024,0.88
2022,1,2,16,30,13.5,44,676,193,0,75.74,918,260,1.2000000000000002,44,676,193,77.22,2,0.16,0,9.3,0.64,0.029,0.85
2022,1,2,17,30,11.3,24,369,51,1,83.62,918,271,1,24,369,51,85.68,2,0.16,0,8.6,0.64,0.033,0.86
2022,1,2,18,30,10.200000000000001,0,0,0,7,85.76,918,287,1,0,0,0,95.60000000000001,2.1,0.16,0,7.9,0.64,0.035,0.85
2022,1,2,19,30,9.4,0,0,0,8,91.44,919,303,1,0,0,0,106.15,2.1,0.16,0,8.1,0.64,0.037,0.85
2022,1,2,20,30,8.5,0,0,0,8,98.08,919,317,1,0,0,0,117.21000000000001,2.1,0.16,0,8.200000000000001,0.64,0.039,0.8300000000000001
2022,1,2,21,30,7.9,0,0,0,8,100,920,330,0.9,0,0,0,128.5,2,0.16,0,7.9,0.64,0.04,0.81
2022,1,2,22,30,7.6000000000000005,0,0,0,5,100,920,344,0.7000000000000001,0,0,0,139.71,1.9000000000000001,0.16,0,7.6000000000000005,0.64,0.042,0.81
2022,1,2,23,30,7.6000000000000005,0,0,0,4,100,919,230,0.4,0,0,0,150.28,1.8,0.16,0,7.6000000000000005,0.64,0.041,0.8300000000000001
2022,1,3,0,30,7.4,0,0,0,4,100,919,144,0.30000000000000004,0,0,0,158.79,1.7000000000000002,0.16,0,7.4,0.64,0.038,0.88
2022,1,3,1,30,7.1000000000000005,0,0,0,7,100,918,189,0.5,0,0,0,161.8,1.6,0.16,0,7.1000000000000005,0.64,0.039,0.92
2022,1,3,2,30,6.9,0,0,0,4,100,918,201,0.7000000000000001,0,0,0,156.97,1.5,0.16,0,6.9,0.64,0.04,0.96
2022,1,3,3,30,6.800000000000001,0,0,0,0,100,918,205,0.9,0,0,0,147.71,1.5,0.16,0,6.800000000000001,0.64,0.039,1
2022,1,3,4,30,6.7,0,0,0,4,100,917,207,1.1,0,0,0,136.89000000000001,1.5,0.16,0,6.7,0.64,0.041,1.03
2022,1,3,5,30,6.6000000000000005,0,0,0,5,99.73,917,207,1.3,0,0,0,125.62,1.4000000000000001,0.16,0,6.6000000000000005,0.64,0.041,1.05
2022,1,3,6,30,6.6000000000000005,0,0,0,8,99.04,917,205,1.3,0,0,0,114.36,1.4000000000000001,0.16,0,6.5,0.64,0.039,1.07
2022,1,3,7,30,6.5,0,0,0,4,98.93,917,202,1.5,0,0,0,103.39,1.3,0.16,0,6.300000000000001,0.64,0.038,1.09
2022,1,3,8,30,6.7,0,0,0,4,96.47,917,202,1.7000000000000002,0,0,0,93,1.3,0.16,0,6.2,0.64,0.035,1.11
2022,1,3,9,30,7.5,31,510,89,4,91.26,917,205,2,10,0,10,83.38,1.3,0.16,7,6.2,0.64,0.031,1.12
2022,1,3,10,30,9.200000000000001,47,741,235,3,82.52,917,212,2.1,127,10,129,75.25,1.4000000000000001,0.16,0,6.4,0.64,0.028,1.1500000000000001
2022,1,3,11,30,11.600000000000001,54,847,359,1,71.17,917,225,2.5,54,847,359,68.89,1.3,0.16,0,6.6000000000000005,0.64,0.025,1.18
2022,1,3,12,30,13.8,56,894,435,0,59.74,916,242,3,56,894,435,64.9,1.3,0.16,0,6.1000000000000005,0.64,0.022,1.18
2022,1,3,13,30,15.100000000000001,55,905,455,0,49.67,915,254,3.5,55,905,455,63.76,1.4000000000000001,0.16,0,4.7,0.64,0.019,1.25
2022,1,3,14,30,15.5,51,888,418,0,49.050000000000004,915,258,3.6,51,888,418,65.62,1.5,0.16,0,4.800000000000001,0.64,0.017,1.24
2022,1,3,15,30,15.100000000000001,47,837,330,1,54.78,914,255,3,47,837,330,70.23,1.5,0.16,0,6.1000000000000005,0.64,0.017,1.21
2022,1,3,16,30,12.9,39,722,200,0,72.77,914,240,1.8,39,722,200,77.09,1.6,0.16,0,8.1,0.64,0.017,1.17
2022,1,3,17,30,10,22,441,56,1,89.88,913,220,1.3,22,441,56,85.54,1.6,0.16,0,8.4,0.64,0.018000000000000002,1.12
2022,1,3,18,30,8.5,0,0,0,5,96.4,913,210,1.5,0,0,0,95.45,1.5,0.16,0,8,0.64,0.02,1.04
2022,1,3,19,30,7.800000000000001,0,0,0,4,100,913,207,1.8,0,0,0,106.01,1.5,0.16,0,7.800000000000001,0.64,0.022,0.93
2022,1,3,20,30,7.2,0,0,0,8,100,913,207,1.9000000000000001,0,0,0,117.07000000000001,1.4000000000000001,0.16,0,7.2,0.64,0.024,0.8300000000000001
2022,1,3,21,30,6.6000000000000005,0,0,0,7,100,912,208,2,0,0,0,128.36,1.3,0.16,0,6.6000000000000005,0.64,0.025,0.75
2022,1,3,22,30,6.300000000000001,0,0,0,4,100,912,209,2.1,0,0,0,139.57,1.2000000000000002,0.16,0,6.300000000000001,0.64,0.026000000000000002,0.73
2022,1,3,23,30,6,0,0,0,8,100,911,209,2.2,0,0,0,150.13,1.1,0.16,0,6,0.64,0.024,0.76
2022,1,4,0,30,5.7,0,0,0,7,100,910,210,2.3000000000000003,0,0,0,158.66,1.1,0.16,0,5.7,0.64,0.023,0.8200000000000001
2022,1,4,1,30,5.4,0,0,0,7,100,910,210,2.3000000000000003,0,0,0,161.71,1.2000000000000002,0.16,0,5.4,0.64,0.021,0.89
2022,1,4,2,30,5.4,0,0,0,4,100,909,211,2.5,0,0,0,156.95000000000002,1.2000000000000002,0.16,0,5.4,0.64,0.02,0.9400000000000001
2022,1,4,3,30,5.6000000000000005,0,0,0,5,98.7,908,213,2.9000000000000004,0,0,0,147.72,1.2000000000000002,0.16,0,5.4,0.64,0.019,0.99
2022,1,4,4,30,5.5,0,0,0,3,97.88,907,210,3.2,0,0,0,136.92000000000002,1.2000000000000002,0.16,0,5.2,0.64,0.018000000000000002,1.01
2022,1,4,5,30,5.1000000000000005,0,0,0,5,99.43,907,201,3.3000000000000003,0,0,0,125.65,1.2000000000000002,0.16,0,5,0.64,0.017,1.01
2022,1,4,6,30,4.9,0,0,0,5,99.56,906,194,3.6,0,0,0,114.38,1.2000000000000002,0.16,0,4.800000000000001,0.64,0.017,0.99
2022,1,4,7,30,5,0,0,0,8,98.47,905,191,4.1000000000000005,0,0,0,103.41,1.2000000000000002,0.16,0,4.800000000000001,0.64,0.019,0.9400000000000001
2022,1,4,8,30,5.300000000000001,0,0,0,7,96.33,905,191,4.7,0,0,0,93.01,1.1,0.16,0,4.800000000000001,0.64,0.023,0.86
2022,1,4,9,30,6,30,525,90,7,91.38,905,192,5,26,0,26,83.37,1.1,0.16,7,4.7,0.64,0.026000000000000002,0.76
2022,1,4,10,30,7.2,47,743,237,8,84.26,904,198,5.4,129,172,173,75.22,1.2000000000000002,0.16,7,4.7,0.64,0.029,0.74
2022,1,4,11,30,8.700000000000001,57,834,358,3,75.60000000000001,904,205,5.800000000000001,197,28,207,68.83,1.3,0.16,0,4.6000000000000005,0.64,0.031,0.77
2022,1,4,12,30,9.9,62,873,433,4,70.95,903,213,6.300000000000001,17,0,17,64.82000000000001,1.4000000000000001,0.16,0,4.9,0.64,0.032,0.81
2022,1,4,13,30,10.3,62,878,452,4,73.10000000000001,902,223,6.5,61,0,61,63.65,1.6,0.16,0,5.7,0.64,0.032,0.93
2022,1,4,14,30,9.3,61,858,417,8,79.53,901,243,6.5,64,0,64,65.49,1.6,0.16,0,5.9,0.64,0.034,0.99
2022,1,4,15,30,7.1000000000000005,57,804,331,7,87.89,902,271,6.7,34,0,34,70.10000000000001,1.4000000000000001,0.16,0,5.2,0.64,0.038,1.05
2022,1,4,16,30,5.2,49,674,201,7,89.99,903,296,6.7,4,0,4,76.94,1.2000000000000002,0.16,0,3.7,0.64,0.047,1.12
2022,1,4,17,30,4.2,24,418,58,8,90.46000000000001,904,309,6.1000000000000005,6,0,6,85.4,1.1,0.16,7,2.8000000000000003,0.64,0.034,1.23
2022,1,4,18,30,3.5,0,0,0,4,92.73,905,309,5.4,0,0,0,95.31,1,0.16,0,2.4000000000000004,0.64,0.027,1.27
2022,1,4,19,30,3.1,0,0,0,4,94.57000000000001,906,304,5.2,0,0,0,105.86,1,0.16,0,2.3000000000000003,0.64,0.033,1.2
2022,1,4,20,30,2.7,0,0,0,0,96.23,907,301,5.2,0,0,0,116.92,0.9,0.16,0,2.2,0.64,0.03,1.16
2022,1,4,21,30,2.4000000000000004,0,0,0,0,97.35000000000001,908,301,5.2,0,0,0,128.21,0.7000000000000001,0.16,0,2,0.64,0.023,1.16
2022,1,4,22,30,2.1,0,0,0,0,97.54,908,301,4.9,0,0,0,139.42000000000002,0.7000000000000001,0.16,0,1.8,0.64,0.025,1.1300000000000001
2022,1,4,23,30,1.9000000000000001,0,0,0,0,96.69,909,300,4.6000000000000005,0,0,0,149.98,0.7000000000000001,0.16,0,1.4000000000000001,0.64,0.023,1.11
2022,1,5,0,30,1.7000000000000002,0,0,0,0,96.22,909,297,4.4,0,0,0,158.51,0.7000000000000001,0.16,0,1.2000000000000002,0.64,0.021,1.1
2022,1,5,1,30,1.6,0,0,0,0,95.81,909,294,4.1000000000000005,0,0,0,161.61,0.7000000000000001,0.16,0,1,0.64,0.025,1.08
2022,1,5,2,30,1.5,0,0,0,0,95.95,909,291,3.9000000000000004,0,0,0,156.92000000000002,0.8,0.16,0,0.9,0.64,0.025,1.07
2022,1,5,3,30,1.5,0,0,0,0,95.74000000000001,909,290,3.9000000000000004,0,0,0,147.72,0.8,0.16,0,0.9,0.64,0.024,1.03
2022,1,5,4,30,1.6,0,0,0,0,95.34,909,290,3.9000000000000004,0,0,0,136.94,0.8,0.16,0,0.9,0.64,0.032,1.03
2022,1,5,5,30,1.7000000000000002,0,0,0,4,95.49,909,291,3.8000000000000003,0,0,0,125.67,0.8,0.16,0,1.1,0.64,0.034,1.05
2022,1,5,6,30,2,0,0,0,4,94.99,909,293,3.9000000000000004,0,0,0,114.4,0.8,0.16,0,1.3,0.64,0.031,1.07
2022,1,5,7,30,2.2,0,0,0,4,95.79,909,295,3.9000000000000004,0,0,0,103.42,0.8,0.16,0,1.6,0.64,0.039,1.08
2022,1,5,8,30,2.5,0,0,0,5,95.52,910,296,3.7,0,0,0,93.01,0.9,0.16,0,1.9000000000000001,0.64,0.038,1.1
2022,1,5,9,30,2.9000000000000004,30,529,91,4,94.4,910,294,3.7,8,0,8,83.36,0.9,0.16,7,2.1,0.64,0.03,1.1300000000000001
2022,1,5,10,30,3.5,49,751,241,4,90.48,910,290,3.9000000000000004,9,0,9,75.18,0.9,0.16,0,2.1,0.64,0.033,1.1400000000000001
2022,1,5,11,30,4.2,57,847,364,5,85.69,910,288,4.2,28,0,28,68.77,1,0.16,0,2,0.64,0.032,1.18
2022,1,5,12,30,4.9,58,891,439,5,80.89,909,286,4.3,113,0,113,64.73,1.2000000000000002,0.16,0,1.9000000000000001,0.64,0.026000000000000002,1.2
2022,1,5,13,30,5.300000000000001,65,884,459,5,77.33,908,282,4.2,189,5,191,63.54,1.2000000000000002,0.16,0,1.7000000000000002,0.64,0.036000000000000004,0.8200000000000001
2022,1,5,14,30,5.4,61,870,424,8,77.02,907,277,3.9000000000000004,24,0,24,65.36,1.3,0.16,0,1.7000000000000002,0.64,0.032,0.92
2022,1,5,15,30,4.800000000000001,55,819,336,7,81.27,907,274,3.4000000000000004,6,0,6,69.95,1.3,0.16,0,1.9000000000000001,0.64,0.031,0.98
2022,1,5,16,30,3.8000000000000003,46,695,205,8,88.06,906,266,2.4000000000000004,4,0,4,76.79,1.3,0.16,0,2,0.64,0.035,1.01
2022,1,5,17,30,3,25,418,59,5,94.2,906,240,1.5,4,0,4,85.25,1.3,0.16,7,2.2,0.64,0.032,1.03
2022,1,5,18,30,2.7,0,0,0,4,95.37,906,225,1.3,0,0,0,95.15,1.2000000000000002,0.16,0,2,0.64,0.027,1.01
2022,1,5,19,30,2.7,0,0,0,4,95.18,906,248,1.3,0,0,0,105.71000000000001,1.2000000000000002,0.16,0,2,0.64,0.03,1.02
2022,1,5,20,30,2.8000000000000003,0,0,0,4,96.29,906,286,1.3,0,0,0,116.77,1.2000000000000002,0.16,0,2.3000000000000003,0.64,0.033,1.05
2022,1,5,21,30,3,0,0,0,4,96.51,906,322,1.4000000000000001,0,0,0,128.06,1.1,0.16,0,2.5,0.64,0.03,1.08
2022,1,5,22,30,2.9000000000000004,0,0,0,4,97.45,907,347,1.8,0,0,0,139.27,1,0.16,0,2.5,0.64,0.038,1.1
2022,1,5,23,30,2.5,0,0,0,0,98.23,907,181,2.3000000000000003,0,0,0,149.83,0.9,0.16,0,2.2,0.64,0.041,1.11
2022,1,6,0,30,1.9000000000000001,0,0,0,0,98.56,908,10,2.5,0,0,0,158.36,0.8,0.16,0,1.7000000000000002,0.64,0.036000000000000004,1.1300000000000001
2022,1,6,1,30,1.2000000000000002,0,0,0,4,98.69,908,16,2.5,0,0,0,161.5,0.7000000000000001,0.16,0,1,0.64,0.036000000000000004,1.1300000000000001
2022,1,6,2,30,0.7000000000000001,0,0,0,0,98.23,908,17,2.6,0,0,0,156.88,0.6000000000000001,0.16,0,0.5,0.64,0.032,1.12
2022,1,6,3,30,0.30000000000000004,0,0,0,1,97.93,909,14,2.5,0,0,0,147.72,0.5,0.16,0,0,0.64,0.026000000000000002,1.12
2022,1,6,4,30,-0.30000000000000004,0,0,0,4,98.21000000000001,909,9,2.3000000000000003,0,0,0,136.95000000000002,0.4,0.16,0,-0.5,0.64,0.025,1.1300000000000001
2022,1,6,5,30,-0.9,0,0,0,4,98.10000000000001,909,181,2,0,0,0,125.69,0.4,0.16,0,-1.2000000000000002,0.64,0.023,1.1500000000000001
2022,1,6,6,30,-1.5,0,0,0,1,97.85000000000001,910,354,1.8,0,0,0,114.42,0.4,0.16,0,-1.8,0.64,0.02,1.18
2022,1,6,7,30,-1.9000000000000001,0,0,0,0,97.2,910,349,1.8,0,0,0,103.43,0.4,0.16,0,-2.3000000000000003,0.64,0.02,1.2
2022,1,6,8,30,-1.8,0,0,0,1,93.88,911,348,1.8,0,0,0,93,0.4,0.16,0,-2.7,0.64,0.019,1.22
2022,1,6,9,30,-0.9,28,613,99,4,87.85000000000001,911,345,1.8,25,0,25,83.33,0.4,0.16,7,-2.7,0.64,0.017,1.27
2022,1,6,10,30,0.6000000000000001,43,824,254,4,80.05,912,337,2,13,0,13,75.14,0.4,0.16,0,-2.4000000000000004,0.64,0.018000000000000002,1.18
2022,1,6,11,30,2.1,49,917,383,4,73.11,912,329,2.5,110,0,110,68.7,0.4,0.16,0,-2.2,0.64,0.017,1.23
2022,1,6,12,30,3.2,53,958,463,4,69.55,911,324,2.8000000000000003,200,9,204,64.63,0.4,0.16,0,-1.8,0.64,0.017,1.25
2022,1,6,13,30,4,53,960,482,1,67.88,911,323,3,53,960,482,63.42,0.5,0.16,0,-1.4000000000000001,0.64,0.016,1.48
2022,1,6,14,30,4.3,52,943,448,1,67.96000000000001,911,323,3.2,52,943,448,65.22,0.5,0.16,0,-1.1,0.64,0.017,1.48
2022,1,6,15,30,4.2,49,884,354,0,69.28,911,325,3.2,49,884,354,69.8,0.6000000000000001,0.16,0,-0.9,0.64,0.019,1.48
2022,1,6,16,30,3,42,762,219,4,75.88,911,328,2.3000000000000003,52,0,52,76.63,0.7000000000000001,0.16,0,-0.8,0.64,0.022,1.42
2022,1,6,17,30,1.1,25,475,65,5,88.02,912,332,1.5,5,0,5,85.09,0.8,0.16,7,-0.7000000000000001,0.64,0.026000000000000002,1.37
2022,1,6,18,30,0.30000000000000004,0,0,0,4,88.95,912,332,1.3,0,0,0,95,0.9,0.16,0,-1.3,0.64,0.029,1.33
2022,1,6,19,30,0.1,0,0,0,1,89.93,912,327,1.2000000000000002,0,0,0,105.56,0.9,0.16,0,-1.4000000000000001,0.64,0.028,1.34
2022,1,6,20,30,0,0,0,0,4,90.16,912,317,1.1,0,0,0,116.62,1,0.16,0,-1.4000000000000001,0.64,0.025,1.34
2022,1,6,21,30,-0.30000000000000004,0,0,0,4,92.97,912,310,1.2000000000000002,0,0,0,127.91,1.1,0.16,0,-1.3,0.64,0.023,1.34
2022,1,6,22,30,-0.9,0,0,0,4,97.71000000000001,913,311,1.4000000000000001,0,0,0,139.11,1.1,0.16,0,-1.2000000000000002,0.64,0.023,1.37
2022,1,6,23,30,-1.4000000000000001,0,0,0,0,100,913,314,1.6,0,0,0,149.67000000000002,1.1,0.16,0,-1.4000000000000001,0.64,0.024,1.3800000000000001
2022,1,7,0,30,-1.5,0,0,0,0,100,914,316,1.8,0,0,0,158.21,1.1,0.16,0,-1.5,0.64,0.025,1.36
2022,1,7,1,30,-1.3,0,0,0,0,100,914,319,2,0,0,0,161.39000000000001,1,0.16,0,-1.3,0.64,0.028,1.3
2022,1,7,2,30,-0.9,0,0,0,0,100,914,321,2,0,0,0,156.83,0.9,0.16,0,-0.9,0.64,0.029,1.25
2022,1,7,3,30,-0.30000000000000004,0,0,0,0,100,914,322,2,0,0,0,147.71,0.9,0.16,0,-0.30000000000000004,0.64,0.027,1.19
2022,1,7,4,30,0.2,0,0,0,0,99.71000000000001,915,322,2.2,0,0,0,136.96,0.8,0.16,0,0.2,0.64,0.028,1.1400000000000001
2022,1,7,5,30,0.30000000000000004,0,0,0,0,97.97,915,326,2.4000000000000004,0,0,0,125.7,0.8,0.16,0,0,0.64,0.028,1.08
2022,1,7,6,30,0.4,0,0,0,0,97.03,916,336,2.8000000000000003,0,0,0,114.42,0.8,0.16,0,0,0.64,0.026000000000000002,1.04
2022,1,7,7,30,0.6000000000000001,0,0,0,0,96.85000000000001,916,344,2.9000000000000004,0,0,0,103.43,0.8,0.16,0,0.2,0.64,0.034,1.01
2022,1,7,8,30,0.9,0,0,0,0,95.45,917,348,2.7,0,0,0,92.99,0.7000000000000001,0.16,0,0.30000000000000004,0.64,0.035,0.9500000000000001
2022,1,7,9,30,1.6,32,534,94,4,92.32000000000001,917,352,2.6,27,0,27,83.3,0.7000000000000001,0.16,7,0.5,0.64,0.031,0.87
2022,1,7,10,30,2.5,50,766,247,4,90.76,918,356,3,42,0,42,75.09,0.6000000000000001,0.16,0,1.1,0.64,0.034,0.87
2022,1,7,11,30,3.5,60,865,375,4,88.04,918,356,3.7,20,0,20,68.62,0.6000000000000001,0.16,0,1.7000000000000002,0.64,0.034,0.86
2022,1,7,12,30,4.5,63,915,456,4,81.83,918,354,4.4,77,0,77,64.53,0.6000000000000001,0.16,0,1.7000000000000002,0.64,0.03,0.85
2022,1,7,13,30,5.5,65,921,480,4,74.66,918,353,4.6000000000000005,83,0,83,63.29,0.6000000000000001,0.16,0,1.4000000000000001,0.64,0.032,0.67
2022,1,7,14,30,6,60,915,446,3,69.9,918,353,4.4,257,90,295,65.07000000000001,0.6000000000000001,0.16,0,0.9,0.64,0.026000000000000002,0.72
2022,1,7,15,30,5.9,52,875,356,4,68.64,918,354,3.9000000000000004,66,0,66,69.64,0.6000000000000001,0.16,0,0.6000000000000001,0.64,0.021,0.77
2022,1,7,16,30,4.4,41,774,222,4,75.48,918,353,2.6,9,0,9,76.47,0.6000000000000001,0.16,0,0.4,0.64,0.018000000000000002,0.8300000000000001
2022,1,7,17,30,1.8,24,513,69,4,90,918,351,1.5,12,0,12,84.93,0.6000000000000001,0.16,7,0.30000000000000004,0.64,0.017,0.88
2022,1,7,18,30,0.2,0,0,0,4,93.57000000000001,919,353,1.5,0,0,0,94.84,0.6000000000000001,0.16,0,-0.7000000000000001,0.64,0.017,0.9
2022,1,7,19,30,-0.30000000000000004,0,0,0,8,95.02,920,356,1.5,0,0,0,105.4,0.6000000000000001,0.16,0,-1,0.64,0.017,0.91
2022,1,7,20,30,-0.7000000000000001,0,0,0,8,96.18,920,359,1.4000000000000001,0,0,0,116.46000000000001,0.7000000000000001,0.16,0,-1.2000000000000002,0.64,0.017,0.93
2022,1,7,21,30,-0.7000000000000001,0,0,0,4,94.97,920,359,1.2000000000000002,0,0,0,127.75,0.7000000000000001,0.16,0,-1.4000000000000001,0.64,0.017,0.9400000000000001
