datetime,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Relative Humidity,Pressure,Wind Direction,Wind Speed,DHI,DNI,GHI,Solar Zenith Angle,Precipitable Water,Surface Albedo,Fill Flag,Dew Point,Asymmetry,Aerosol Optical Depth,Alpha,solar_zenith,solar_elevation,ET_irradiance,hour_sin,hour_cos,doy_sin,doy_cos,month,week_of_year,day_of_week,GHI_lag_1h,GHI_lag_3h,GHI_lag_24h,temp_lag_1h,temp_lag_3h,temp_lag_24h,humidity_lag_1h,humidity_lag_3h,humidity_lag_24h,GHI_rollmean_3h,GHI_rollmean_6h,GHI_rollmean_24h,GHI_rollstd_3h,GHI_rollstd_6h,GHI_rollstd_24h,cloud_cover_proxy,humidity_x_temp,cloud_x_elevation
2022-01-02 00:30:00+01:00,7.2,0,0,0,0,54.64,918,194,1.8,0,0,0,158.93,0.9,0.16,0,-1.3,0.64,0.017,1.04,158.92616035780526,-68.92616035780527,0.0,0.0,1.0,0.03442161162274574,0.9994074007397048,1,52,6,0.0,0.0,0.0,7.5,8.4,4.9,53.51,52.61,69.27,0.0,0.0,82.125,0.0,0.0,137.8651869857242,0.0,393.408,0.0
2022-01-02 01:30:00+01:00,7.0,0,0,0,5,55.7,918,201,1.7000000000000002,0,0,0,161.89,0.9,0.16,0,-1.3,0.64,0.017,1.03,161.88542161223137,-71.88542161223135,0.0,0.25881904510252074,0.9659258262890683,0.03442161162274574,0.9994074007397048,1,52,6,0.0,0.0,0.0,7.2,7.9,5.2,54.64,53.39,57.26,0.0,0.0,82.125,0.0,0.0,137.8651869857242,0.0,389.90000000000003,0.0
2022-01-02 02:30:00+01:00,7.0,0,0,0,7,55.46,919,209,1.6,0,0,0,156.99,0.9,0.16,0,-1.3,0.64,0.017,1.02,156.98911826933778,-66.98911826933778,0.0,0.49999999999999994,0.8660254037844387,0.03442161162274574,0.9994074007397048,1,52,6,0.0,0.0,0.0,7.0,7.5,5.300000000000001,55.7,53.51,55.49,0.0,0.0,82.125,0.0,0.0,137.8651869857242,0.0,388.22,0.0
2022-01-02 03:30:00+01:00,7.1000000000000005,0,0,0,7,55.1,919,214,1.4,0,0,0,147.69,0.9,0.16,0,-1.3,0.64,0.018,1.0,147.6866946646712,-57.6866946646712,0.0,0.7071067811865476,0.7071067811865476,0.03442161162274574,0.9994074007397048,1,52,6,0.0,0.0,0.0,7.0,7.2,5.300000000000001,55.46,54.64,54.39,0.0,0.0,82.125,0.0,0.0,137.8651869857242,0.0,391.21000000000004,0.0
2022-01-02 04:30:00+01:00,7.300000000000001,0,0,0,4,54.9,919,214,1.3,0,0,0,136.86,0.9,0.16,0,-1.2000000000000002,0.64,0.019,0.99,136.85956123615705,-46.85956123615705,0.0,0.8660254037844386,0.5000000000000001,0.03442161162274574,0.9994074007397048,1,52,6,0.0,0.0,0.0,7.1000000000000005,7.0,5.300000000000001,55.1,55.7,53.39,0.0,0.0,82.125,0.0,0.0,137.8651869857242,0.0,400.77000000000004,0.0
2022-01-02 05:30:00+01:00,7.4,0,0,0,7,54.68,919,213,1.2000000000000002,0,0,0,125.59,0.9,0.16,0,-1.1,0.64,0.021,0.99,125.5853051564856,-35.5853051564856,0.0,0.9659258262890683,0.25881904510252074,0.03442161162274574,0.9994074007397048,1,52,6,0.0,0.0,0.0,7.300000000000001,7.0,5.2,54.9,55.46,52.64,0.0,0.0,82.125,0.0,0.0,137.8651869857242,0.0,404.632,0.0
2022-01-02 06:30:00+01:00,7.300000000000001,0,0,0,8,55.1,919,211,1.1,0,0,0,114.32,1.0,0.16,0,-1.1,0.64,0.023,0.97,114.32422178489044,-24.32422178489044,0.0,1.0,6.123233995736766e-17,0.03442161162274574,0.9994074007397048,1,52,6,0.0,0.0,0.0,7.4,7.1000000000000005,5.1000000000000005,54.68,55.1,51.97,0.0,0.0,82.125,0.0,0.0,137.8651869857242,0.0,402.2300000000001,0.0
2022-01-02 07:30:00+01:00,7.1000000000000005,0,0,0,7,55.3,919,207,1.1,0,0,0,103.37,1.1,0.16,0,-1.3,0.64,0.026,0.95,103.36831037627793,-13.368310376277933,0.0,0.9659258262890683,-0.25881904510252063,0.03442161162274574,0.9994074007397048,1,52,6,0.0,0.0,0.0,7.300000000000001,7.300000000000001,4.7,55.1,54.9,52.43,0.0,0.0,82.125,0.0,0.0,137.8651869857242,0.0,392.63,0.0
2022-01-02 08:30:00+01:00,7.4,0,0,0,7,53.86,919,207,1.0,0,0,0,92.99,1.2000000000000002,0.16,0,-1.3,0.64,0.029,0.93,92.9891945879133,-2.9891945879133095,0.0,0.8660254037844387,-0.4999999999999998,0.03442161162274574,0.9994074007397048,1,52,6,0.0,0.0,0.0,7.1000000000000005,7.4,5.2,55.3,54.68,49.77,0.0,0.0,82.125,0.0,0.0,137.8651869857242,0.0,398.564,0.0
2022-01-02 09:30:00+01:00,8.8,30,511,89,7,52.25,920,212,1.0,28,1,28,83.39,1.3,0.16,7,-0.5,0.64,0.029,0.91,83.38885607294398,6.61114392705602,162.7952485462756,0.7071067811865476,-0.7071067811865475,0.03442161162274574,0.9994074007397048,1,52,6,0.0,0.0,18.0,7.4,7.300000000000001,7.7,53.86,55.1,47.89,0.0,0.0,82.125,0.0,0.0,137.8651869857242,0.6777777777777778,459.8,4.480886439449081
2022-01-02 10:30:00+01:00,11.0,46,745,235,7,52.84,920,223,1.3,105,17,109,75.27,1.4,0.16,0,1.7000000000000002,0.64,0.025,0.88,75.27332028827018,14.726679711729817,359.4526082516114,0.49999999999999994,-0.8660254037844387,0.03442161162274574,0.9994074007397048,1,52,6,28.0,0.0,141.0,8.8,7.1000000000000005,11.3,52.25,55.3,50.41,9.333333333333334,4.666666666666667,82.54166666666667,16.165807537309693,11.430952132986294,137.67794151464548,0.5338983050847458,581.24,7.862549337618462
2022-01-02 11:30:00+01:00,13.0,53,840,355,8,43.08,920,240,1.8,171,213,248,68.93,1.5,0.16,7,0.7000000000000001,0.64,0.023,0.86,68.93400437721343,21.06599562278657,508.2553510129421,0.258819045102521,-0.9659258262890682,0.03442161162274574,0.9994074007397048,1,52,6,109.0,0.0,219.0,11.0,7.4,13.9,52.84,53.86,39.1,45.666666666666664,22.833333333333332,81.20833333333333,56.606831154316865,43.67340914866423,137.2414499329927,0.300561797752809,560.04,6.331633515837536
2022-01-02 12:30:00+01:00,14.7,57,879,429,1,44.79,920,254,2.4000000000000004,57,879,429,64.97,1.6,0.16,0,2.8000000000000003,0.64,0.023,0.86,64.97204942658257,25.02795057341743,598.2107054510221,1.2246467991473532e-16,-1.0,0.03442161162274574,0.9994074007397048,1,52,6,248.0,28.0,296.0,13.0,8.8,15.5,43.08,52.25,36.22,128.33333333333334,64.16666666666667,82.41666666666667,111.26694627486339,99.463393601197,138.62803426456705,0.0,658.413,0.0
2022-01-02 13:30:00+01:00,15.7,57,887,448,0,47.78,919,258,2.7,57,887,448,63.86,1.7000000000000002,0.16,0,4.7,0.64,0.022,0.87,63.85638816962199,26.143611830378013,623.0438803016377,-0.2588190451025208,-0.9659258262890683,0.03442161162274574,0.9994074007397048,1,52,6,429.0,109.0,464.0,14.7,11.0,16.7,44.79,52.84,35.67,262.0,135.66666666666666,87.95833333333333,160.45871743224174,171.91703425392916,149.74949493031372,0.0,750.146,0.0
2022-01-02 14:30:00+01:00,16.0,56,865,411,0,52.34,918,259,2.7,56,865,411,65.74,1.8,0.16,0,6.2,0.64,0.023,0.87,65.73762145391929,24.262378546080708,581.0382720533377,-0.4999999999999997,-0.8660254037844388,0.03442161162274574,0.9994074007397048,1,52,6,448.0,248.0,272.0,15.7,13.0,16.7,47.78,43.08,37.05,375.0,210.33333333333334,87.29166666666667,110.39474625180313,196.70959983352788,148.02834016752882,0.0,837.44,0.0
2022-01-02 15:30:00+01:00,15.4,52,807,323,3,59.120000000000005,918,257,2.0,182,30,192,70.37,1.9,0.16,0,7.5,0.64,0.024,0.88,70.3668892838574,19.633110716142603,475.1009248131568,-0.7071067811865471,-0.7071067811865479,0.03442161162274574,0.9994074007397048,1,52,6,411.0,429.0,335.0,16.0,14.7,15.4,52.34,44.79,46.15,429.3333333333333,278.8333333333333,93.08333333333333,18.50225211517055,179.63676312677947,157.95566705130648,0.404320987654321,910.4480000000001,7.938078715477411
2022-01-02 16:30:00+01:00,13.5,44,676,193,0,75.74,918,260,1.2000000000000002,44,676,193,77.22,2.0,0.16,0,9.3,0.64,0.029,0.85,77.22508621891429,12.77491378108572,312.6676016909866,-0.8660254037844385,-0.5000000000000004,0.03442161162274574,0.9994074007397048,1,52,6,192.0,448.0,203.0,15.4,15.7,12.4,59.120000000000005,47.78,68.0,350.3333333333333,306.1666666666667,87.125,138.36304901719004,142.4688269996868,150.97633344623773,0.0,1022.4899999999999,0.0
2022-01-02 17:30:00+01:00,11.3,24,369,51,1,83.62,918,271,1.0,24,369,51,85.68,2.0,0.16,0,8.6,0.64,0.033,0.86,85.6837300456326,4.316269954367393,106.42091404803499,-0.9659258262890683,-0.25881904510252063,0.03442161162274574,0.9994074007397048,1,52,6,193.0,411.0,23.0,13.5,16.0,9.7,75.74,52.34,65.76,265.3333333333333,320.1666666666667,86.70833333333333,126.15202468978977,121.85469488971974,150.65609532299385,0.0,944.9060000000001,0.0
2022-01-02 18:30:00+01:00,10.2,0,0,0,7,85.76,918,287,1.0,0,0,0,95.6,2.1,0.16,0,7.9,0.64,0.035,0.85,95.597913362397,-5.597913362396996,0.0,-1.0,-1.8369701987210297e-16,0.03442161162274574,0.9994074007397048,1,52,6,51.0,192.0,0.0,11.3,15.4,8.700000000000001,83.62,59.120000000000005,60.09,145.33333333333334,287.3333333333333,87.875,81.69659315622238,164.32731564370752,150.24915900799144,0.0,874.752,0.0
2022-01-02 19:30:00+01:00,9.4,0,0,0,8,91.44,919,303,1.0,0,0,0,106.15,2.1,0.16,0,8.1,0.64,0.037,0.85,106.15288767956831,-16.152887679568313,0.0,-0.9659258262890684,0.2588190451025203,0.03442161162274574,0.9994074007397048,1,52,6,0.0,193.0,0.0,10.2,13.5,8.5,85.76,75.74,57.19,81.33333333333333,215.83333333333334,87.875,100.01166598619042,182.66627128910983,150.24915900799144,0.0,859.5360000000001,0.0
2022-01-02 20:30:00+01:00,8.5,0,0,0,8,98.08,919,317,1.0,0,0,0,117.21,2.1,0.16,0,8.200000000000001,0.64,0.039,0.8300000000000001,117.21113128832707,-27.211131288327067,0.0,-0.8660254037844386,0.5000000000000001,0.03442161162274574,0.9994074007397048,1,52,6,0.0,51.0,0.0,9.4,11.3,8.5,91.44,83.62,54.21,17.0,141.16666666666666,87.875,29.444863728670597,158.78717412520024,150.24915900799144,0.0,833.68,0.0
2022-01-02 21:30:00+01:00,7.9,0,0,0,8,100.0,920,330,0.9,0,0,0,128.5,2.0,0.16,0,7.9,0.64,0.04,0.81,128.50304994207227,-38.50304994207226,0.0,-0.7071067811865477,0.7071067811865474,0.03442161162274574,0.9994074007397048,1,52,6,0.0,0.0,0.0,8.5,10.2,8.4,98.08,85.76,52.61,0.0,72.66666666666667,87.875,0.0,94.90135229103237,150.24915900799144,0.0,790.0,0.0
2022-01-02 22:30:00+01:00,7.6,0,0,0,5,100.0,920,344,0.7000000000000001,0,0,0,139.71,1.9,0.16,0,7.6,0.64,0.042,0.81,139.71151777093905,-49.71151777093905,0.0,-0.5000000000000004,0.8660254037844384,0.03442161162274574,0.9994074007397048,1,52,6,0.0,0.0,0.0,7.9,9.4,7.9,100.0,91.44,53.39,0.0,40.666666666666664,87.875,0.0,77.36579778343027,150.24915900799144,0.0,760.0,0.0
2022-01-02 23:30:00+01:00,7.6,0,0,0,4,100.0,919,230,0.4,0,0,0,150.28,1.8,0.16,0,7.6,0.64,0.041,0.8300000000000001,150.27811561815352,-60.278115618153514,0.0,-0.25881904510252157,0.9659258262890681,0.03442161162274574,0.9994074007397048,1,52,6,0.0,0.0,0.0,7.6,8.5,7.5,100.0,98.08,53.51,0.0,8.5,87.875,0.0,20.82066281365576,150.24915900799144,0.0,760.0,0.0
2022-01-03 00:30:00+01:00,7.4,0,0,0,4,100.0,919,144,0.3,0,0,0,158.79,1.7000000000000002,0.16,0,7.4,0.64,0.038,0.88,158.79449349117806,-68.79449349117807,0.0,0.0,1.0,0.051619667223253764,0.998666816288476,1,1,0,0.0,0.0,0.0,7.6,7.9,7.2,100.0,100.0,54.64,0.0,0.0,87.875,0.0,0.0,150.24915900799144,0.0,740.0,0.0
2022-01-03 01:30:00+01:00,7.1000000000000005,0,0,0,7,100.0,918,189,0.5,0,0,0,161.8,1.6,0.16,0,7.1000000000000005,0.64,0.039,0.92,161.80253117873622,-71.80253117873623,0.0,0.25881904510252074,0.9659258262890683,0.051619667223253764,0.998666816288476,1,1,0,0.0,0.0,0.0,7.4,7.6,7.0,100.0,100.0,55.7,0.0,0.0,87.875,0.0,0.0,150.24915900799144,0.0,710.0,0.0
2022-01-03 02:30:00+01:00,6.9,0,0,0,4,100.0,918,201,0.7000000000000001,0,0,0,156.97,1.5,0.16,0,6.9,0.64,0.04,0.96,156.9731978851046,-66.97319788510461,0.0,0.49999999999999994,0.8660254037844387,0.051619667223253764,0.998666816288476,1,1,0,0.0,0.0,0.0,7.1000000000000005,7.6,7.0,100.0,100.0,55.46,0.0,0.0,87.875,0.0,0.0,150.24915900799144,0.0,690.0,0.0
2022-01-03 03:30:00+01:00,6.800000000000001,0,0,0,0,100.0,918,205,0.9,0,0,0,147.71,1.5,0.16,0,6.800000000000001,0.64,0.039,1.0,147.70534589445083,-57.70534589445084,0.0,0.7071067811865476,0.7071067811865476,0.051619667223253764,0.998666816288476,1,1,0,0.0,0.0,0.0,6.9,7.4,7.1000000000000005,100.0,100.0,55.1,0.0,0.0,87.875,0.0,0.0,150.24915900799144,0.0,680.0000000000001,0.0
2022-01-03 04:30:00+01:00,6.7,0,0,0,4,100.0,917,207,1.1,0,0,0,136.89,1.5,0.16,0,6.7,0.64,0.041,1.03,136.89119555651232,-46.891195556512315,0.0,0.8660254037844386,0.5000000000000001,0.051619667223253764,0.998666816288476,1,1,0,0.0,0.0,0.0,6.800000000000001,7.1000000000000005,7.300000000000001,100.0,100.0,54.9,0.0,0.0,87.875,0.0,0.0,150.24915900799144,0.0,670.0,0.0
2022-01-03 05:30:00+01:00,6.6000000000000005,0,0,0,5,99.73,917,207,1.3,0,0,0,125.62,1.4,0.16,0,6.6000000000000005,0.64,0.041,1.05,125.61966103421562,-35.61966103421563,0.0,0.9659258262890683,0.25881904510252074,0.051619667223253764,0.998666816288476,1,1,0,0.0,0.0,0.0,6.7,6.9,7.4,100.0,100.0,54.68,0.0,0.0,87.875,0.0,0.0,150.24915900799144,0.0,658.2180000000001,0.0
2022-01-03 06:30:00+01:00,6.6000000000000005,0,0,0,8,99.04,917,205,1.3,0,0,0,114.36,1.4,0.16,0,6.5,0.64,0.039,1.07,114.35544641025297,-24.355446410252974,0.0,1.0,6.123233995736766e-17,0.051619667223253764,0.998666816288476,1,1,0,0.0,0.0,0.0,6.6000000000000005,6.800000000000001,7.300000000000001,99.73,100.0,55.1,0.0,0.0,87.875,0.0,0.0,150.24915900799144,0.0,653.6640000000001,0.0
2022-01-03 07:30:00+01:00,6.5,0,0,0,4,98.93,917,202,1.5,0,0,0,103.39,1.3,0.16,0,6.300000000000001,0.64,0.038,1.09,103.39207902598505,-13.392079025985055,0.0,0.9659258262890683,-0.25881904510252063,0.051619667223253764,0.998666816288476,1,1,0,0.0,0.0,0.0,6.6000000000000005,6.7,7.1000000000000005,99.04,100.0,55.3,0.0,0.0,87.875,0.0,0.0,150.24915900799144,0.0,643.0450000000001,0.0
2022-01-03 08:30:00+01:00,6.7,0,0,0,4,96.47,917,202,1.7000000000000002,0,0,0,93.0,1.3,0.16,0,6.2,0.64,0.035,1.11,93.00152169251864,-3.0015216925186405,0.0,0.8660254037844387,-0.4999999999999998,0.051619667223253764,0.998666816288476,1,1,0,0.0,0.0,0.0,6.5,6.6000000000000005,7.4,98.93,99.73,53.86,0.0,0.0,87.875,0.0,0.0,150.24915900799144,0.0,646.349,0.0
2022-01-03 09:30:00+01:00,7.5,31,510,89,4,91.26,917,205,2.0,10,0,10,83.38,1.3,0.16,7,6.2,0.64,0.031,1.12,83.38562406793243,6.61437593206757,162.8757691344964,0.7071067811865476,-0.7071067811865475,0.051619667223253764,0.998666816288476,1,1,0,0.0,0.0,28.0,6.7,6.6000000000000005,8.8,96.47,99.04,52.25,0.0,0.0,87.875,0.0,0.0,150.24915900799144,0.8777777777777778,684.45,5.805952207037089
2022-01-03 10:30:00+01:00,9.2,47,741,235,3,82.52,917,212,2.1,127,10,129,75.25,1.4,0.16,0,6.4,0.64,0.028,1.15,75.25011837239971,14.749881627600294,360.0092183051706,0.49999999999999994,-0.8660254037844387,0.051619667223253764,0.998666816288476,1,1,0,10.0,0.0,109.0,7.5,6.5,11.0,91.26,98.93,52.84,3.3333333333333335,1.6666666666666667,87.125,5.773502691894572,4.082482904631985,150.60553500423896,0.4491525423728814,759.1839999999999,6.624946832735725
2022-01-03 11:30:00+01:00,11.6,54,847,359,1,71.17,917,225,2.5,54,847,359,68.89,1.3,0.16,0,6.6000000000000005,0.64,0.025,1.18,68.88675084149833,21.113249158501667,509.3474423717395,0.258819045102521,-0.9659258262890682,0.051619667223253764,0.998666816288476,1,1,0,129.0,0.0,248.0,9.2,6.7,13.0,82.52,96.47,43.08,46.333333333333336,23.166666666666668,87.95833333333333,71.7658228778387,52.00160253940852,150.78705952050586,0.0,825.572,0.0
2022-01-03 12:30:00+01:00,13.8,56,894,435,0,59.74,916,242,3.0,56,894,435,64.9,1.3,0.16,0,6.1000000000000005,0.64,0.022,1.18,64.8984773032215,25.1015226967785,599.8601590556843,1.2246467991473532e-16,-1.0,0.051619667223253764,0.998666816288476,1,1,0,359.0,10.0,429.0,11.6,7.5,14.7,71.17,91.26,44.79,166.0,83.0,92.58333333333333,177.4175865014514,144.4216050319341,157.4638444813303,0.0,824.412,0.0
2022-01-03 13:30:00+01:00,15.1,55,905,455,0,49.67,915,254,3.5,55,905,455,63.76,1.4,0.16,0,4.7,0.64,0.019,1.25,63.75769119715464,26.242308802845354,625.2344563679197,-0.2588190451025208,-0.9659258262890683,0.051619667223253764,0.998666816288476,1,1,0,435.0,129.0,448.0,13.8,9.2,15.7,59.74,82.52,47.78,307.6666666666667,155.5,92.83333333333333,159.32775443510567,194.81555379383852,158.02494758097853,0.0,750.017,0.0
2022-01-03 14:30:00+01:00,15.5,51,888,418,0,49.05,915,258,3.6,51,888,418,65.62,1.5,0.16,0,4.800000000000001,0.64,0.017,1.24,65.61873270285555,24.381267297144447,583.7165465903901,-0.4999999999999997,-0.8660254037844388,0.051619667223253764,0.998666816288476,1,1,0,455.0,359.0,411.0,15.1,11.6,16.0,49.67,71.17,52.34,416.3333333333333,231.33333333333334,93.125,50.649119768593664,210.1339255490809,158.7139380471507,0.0,760.275,0.0
2022-01-03 15:30:00+01:00,15.1,47,837,330,1,54.78,914,255,3.0,47,837,330,70.23,1.5,0.16,0,6.1000000000000005,0.64,0.017,1.21,70.23456550587761,19.76543449412238,478.1792158494062,-0.7071067811865471,-0.7071067811865479,0.051619667223253764,0.998666816288476,1,1,0,418.0,435.0,192.0,15.5,13.8,15.4,49.05,59.74,59.120000000000005,436.0,301.0,93.41666666666667,18.52025917745249,186.00537626638652,159.3287322724192,0.0,827.178,0.0
2022-01-03 16:30:00+01:00,12.9,39,722,200,0,72.77,914,240,1.8,39,722,200,77.09,1.6,0.16,0,8.1,0.64,0.017,1.17,77.08561766475316,12.914382335246836,316.0259281468871,-0.8660254037844385,-0.5000000000000004,0.051619667223253764,0.998666816288476,1,1,0,330.0,455.0,193.0,15.1,15.1,13.5,54.78,49.67,75.74,401.0,354.3333333333333,99.16666666666667,64.21059102671468,120.069424362186,165.41506862295296,0.0,938.733,0.0
2022-01-03 17:30:00+01:00,10.0,22,441,56,1,89.88,913,220,1.3,22,441,56,85.54,1.6,0.16,0,8.4,0.64,0.018,1.12,85.54415665100393,4.455843348996064,109.85623953730608,-0.9659258262890683,-0.25881904510252063,0.051619667223253764,0.998666816288476,1,1,0,200.0,418.0,51.0,12.9,15.5,11.3,72.77,49.05,83.62,316.0,366.1666666666667,99.45833333333333,109.67223896684162,94.1135838583714,165.5937877344192,0.0,898.8,0.0
2022-01-03 18:30:00+01:00,8.5,0,0,0,5,96.4,913,210,1.5,0,0,0,95.45,1.5,0.16,0,8.0,0.64,0.02,1.04,95.45354658339832,-5.45354658339832,0.0,-1.0,-1.8369701987210297e-16,0.051619667223253764,0.998666816288476,1,1,0,56.0,330.0,0.0,10.0,15.1,10.2,89.88,54.78,85.76,195.33333333333334,315.6666666666667,99.66666666666667,137.05959774249064,158.20071639112984,165.5333059004104,0.0,819.4000000000001,0.0
2022-01-03 19:30:00+01:00,7.800000000000001,0,0,0,4,100.0,913,207,1.8,0,0,0,106.01,1.5,0.16,0,7.800000000000001,0.64,0.022,0.93,106.00876318556537,-16.008763185565375,0.0,-0.9659258262890684,0.2588190451025203,0.051619667223253764,0.998666816288476,1,1,0,0.0,200.0,0.0,8.5,12.9,9.4,96.4,72.77,91.44,85.33333333333333,243.16666666666666,99.66666666666667,103.17622465148322,189.21143376304377,165.5333059004104,0.0,780.0000000000001,0.0
2022-01-03 20:30:00+01:00,7.2,0,0,0,8,100.0,913,207,1.9,0,0,0,117.07,1.4,0.16,0,7.2,0.64,0.024,0.8300000000000001,117.06749379482207,-27.06749379482207,0.0,-0.8660254037844386,0.5000000000000001,0.051619667223253764,0.998666816288476,1,1,0,0.0,56.0,0.0,7.800000000000001,10.0,8.5,100.0,89.88,98.08,18.666666666666668,167.33333333333334,99.66666666666667,32.33161507461904,178.18941233043756,165.5333059004104,0.0,720.0,0.0
2022-01-03 21:30:00+01:00,6.6000000000000005,0,0,0,7,100.0,912,208,2.0,0,0,0,128.36,1.3,0.16,0,6.6000000000000005,0.64,0.025,0.75,128.3594920711,-38.359492071099986,0.0,-0.7071067811865477,0.7071067811865474,0.051619667223253764,0.998666816288476,1,1,0,0.0,0.0,0.0,7.2,8.5,7.9,100.0,96.4,100.0,0.0,97.66666666666667,99.66666666666667,0.0,137.69773660691263,165.5333059004104,0.0,660.0,0.0
2022-01-03 22:30:00+01:00,6.300000000000001,0,0,0,4,100.0,912,209,2.1,0,0,0,139.57,1.2000000000000002,0.16,0,6.300000000000001,0.64,0.026,0.73,139.56720529771422,-49.56720529771424,0.0,-0.5000000000000004,0.8660254037844384,0.051619667223253764,0.998666816288476,1,1,0,0.0,0.0,0.0,6.6000000000000005,7.800000000000001,7.6,100.0,100.0,100.0,0.0,42.666666666666664,99.66666666666667,0.0,80.2662236975596,165.5333059004104,0.0,630.0000000000001,0.0
2022-01-03 23:30:00+01:00,6.0,0,0,0,8,100.0,911,209,2.2,0,0,0,150.13,1.1,0.16,0,6.0,0.64,0.024,0.76,150.13293059485443,-60.132930594854415,0.0,-0.25881904510252157,0.9659258262890681,0.051619667223253764,0.998666816288476,1,1,0,0.0,0.0,0.0,6.300000000000001,7.2,7.6,100.0,100.0,100.0,0.0,9.333333333333334,99.66666666666667,0.0,22.86190426597648,165.5333059004104,0.0,600.0,0.0
2022-01-04 00:30:00+01:00,5.7,0,0,0,7,100.0,910,210,2.3000000000000003,0,0,0,158.66,1.1,0.16,0,5.7,0.64,0.023,0.8200000000000001,158.65672071442776,-68.65672071442778,0.0,0.0,1.0,0.06880242680231986,0.9976303053065857,1,1,1,0.0,0.0,0.0,6.0,6.6000000000000005,7.4,100.0,100.0,100.0,0.0,0.0,99.66666666666667,0.0,0.0,165.5333059004104,0.0,570.0,0.0
2022-01-04 01:30:00+01:00,5.4,0,0,0,7,100.0,910,210,2.3000000000000003,0,0,0,161.71,1.2000000000000002,0.16,0,5.4,0.64,0.021,0.89,161.71138166064782,-71.71138166064783,0.0,0.25881904510252074,0.9659258262890683,0.06880242680231986,0.9976303053065857,1,1,1,0.0,0.0,0.0,5.7,6.300000000000001,7.1000000000000005,100.0,100.0,100.0,0.0,0.0,99.66666666666667,0.0,0.0,165.5333059004104,0.0,540.0,0.0
2022-01-04 02:30:00+01:00,5.4,0,0,0,4,100.0,909,211,2.5,0,0,0,156.95000000000002,1.2000000000000002,0.16,0,5.4,0.64,0.02,0.94,156.94952652382005,-66.94952652382007,0.0,0.49999999999999994,0.8660254037844387,0.06880242680231986,0.9976303053065857,1,1,1,0.0,0.0,0.0,5.4,6.0,6.9,100.0,100.0,100.0,0.0,0.0,99.66666666666667,0.0,0.0,165.5333059004104,0.0,540.0,0.0
2022-01-04 03:30:00+01:00,5.6000000000000005,0,0,0,5,98.7,908,213,2.9000000000000004,0,0,0,147.72,1.2000000000000002,0.16,0,5.4,0.64,0.019,0.99,147.71748854810525,-57.71748854810526,0.0,0.7071067811865476,0.7071067811865476,0.06880242680231986,0.9976303053065857,1,1,1,0.0,0.0,0.0,5.4,5.7,6.800000000000001,100.0,100.0,100.0,0.0,0.0,99.66666666666667,0.0,0.0,165.5333059004104,0.0,552.72,0.0
2022-01-04 04:30:00+01:00,5.5,0,0,0,3,97.88,907,210,3.2,0,0,0,136.92000000000002,1.2000000000000002,0.16,0,5.2,0.64,0.018,1.01,136.91698889315666,-46.91698889315667,0.0,0.8660254037844386,0.5000000000000001,0.06880242680231986,0.9976303053065857,1,1,1,0.0,0.0,0.0,5.6000000000000005,5.4,6.7,98.7,100.0,100.0,0.0,0.0,99.66666666666667,0.0,0.0,165.5333059004104,0.0,538.3399999999999,0.0
2022-01-04 05:30:00+01:00,5.1000000000000005,0,0,0,5,99.43,907,201,3.3000000000000003,0,0,0,125.65,1.2000000000000002,0.16,0,5.0,0.64,0.017,1.01,125.6484124099149,-35.64841240991489,0.0,0.9659258262890683,0.25881904510252074,0.06880242680231986,0.9976303053065857,1,1,1,0.0,0.0,0.0,5.5,5.4,6.6000000000000005,97.88,100.0,99.73,0.0,0.0,99.66666666666667,0.0,0.0,165.5333059004104,0.0,507.0930000000001,0.0
2022-01-04 06:30:00+01:00,4.9,0,0,0,5,99.56,906,194,3.6,0,0,0,114.38,1.2000000000000002,0.16,0,4.800000000000001,0.64,0.017,0.99,114.38104245466025,-24.38104245466025,0.0,1.0,6.123233995736766e-17,0.06880242680231986,0.9976303053065857,1,1,1,0.0,0.0,0.0,5.1000000000000005,5.6000000000000005,6.6000000000000005,99.43,98.7,99.04,0.0,0.0,99.66666666666667,0.0,0.0,165.5333059004104,0.0,487.84400000000005,0.0
2022-01-04 07:30:00+01:00,5.0,0,0,0,8,98.47,905,191,4.1000000000000005,0,0,0,103.41,1.2000000000000002,0.16,0,4.800000000000001,0.64,0.019,0.94,103.41002591301373,-13.410025913013733,0.0,0.9659258262890683,-0.25881904510252063,0.06880242680231986,0.9976303053065857,1,1,1,0.0,0.0,0.0,4.9,5.5,6.5,99.56,97.88,98.93,0.0,0.0,99.66666666666667,0.0,0.0,165.5333059004104,0.0,492.35,0.0
2022-01-04 08:30:00+01:00,5.300000000000001,0,0,0,7,96.33,905,191,4.7,0,0,0,93.01,1.1,0.16,0,4.800000000000001,0.64,0.023,0.86,93.00771604118754,-3.0077160411875425,0.0,0.8660254037844387,-0.4999999999999998,0.06880242680231986,0.9976303053065857,1,1,1,0.0,0.0,0.0,5.0,5.1000000000000005,6.7,98.47,99.43,96.47,0.0,0.0,99.66666666666667,0.0,0.0,165.5333059004104,0.0,510.54900000000004,0.0
